Query,Results,Title,Type,CreateDate
Tensions Between the Split Nation: The Korean War and its Effects,3095,spiesinthethirdspacespyasatropeforculturalemplacementinchangraeleesnativespeakerandkimyounghasyourrepubliciscallingyou,article,2017
Tensions Between the Split Nation: The Korean War and its Effects,3095,nationalisttechnologiesofculturalmemoryandthekoreanwarmilitarismandneoliberalisminthepriceoffreedomandthewarmemorialofkorea,article,2015
Tensions Between the Split Nation: The Korean War and its Effects,3095,thefirstnuclearcrisisinthekoreanpeninsula197576,article,2014
Tensions Between the Split Nation: The Korean War and its Effects,3095,dopoliticalrelationsaffectinternationaltradeevidencefromchinastwelvetradingpartners,article,2020
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,whyreproductiverightsareinjeopardycosmospoketoplannedparenthoodpresidentcecilerichardsabouttheerosionofwomenshealthcare,article,2007
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,anarrativeengagementframeworktounderstandhpvvaccinationamonglatinaandvietnamesewomeninaplannedparenthoodsetting,article,2017
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,planningapuertoricanfamilyinnewyorksymbolicviolenceandreproductivedecisionmakingintheplannedparenthoodfilmlasortijadecompromiso1965,article,2019
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,pathwaystoparenthoodinsocialandfamilycontextsdecadeinreview2020,article,2020
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,pathwaystoparenthoodinsocialandfamilycontextsdecadeinreview2020,article,2020
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,fertilityawarenessandattitudestowardsparenthoodamongdanishuniversitycollegestudents,article,2016
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,empiricallessonsregardingcontraceptioninaprotractedrefugeesettingadescriptivestudyfrommaelacamponthethaimyanmarborder19962015,article,2017
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,changesintheprevalenceofinducedabortioninthefloatingpopulationinmajorcitiesofchina20072014,article,2019
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,decreasedspermmotilityretardedicsifertilizationrateinsevereoligozoospermiabutgoodqualityembryotransferhadachievedtheprospectiveclinicaloutcomes,article,2016
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,opportunitiesforactionaddressinglatinasexualandreproductivehealth,article,2005
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,womenandhealththekeyforsustainabledevelopment,article,2015
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,originsofthefigoinitiativetoreducetheburdenofunsafeabortion,article,2014
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,punishmentandprejudicereproductivecoercioninimmigrationandcustomsenforcementdetentioncenters,article,2022
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,raceingroereproductivejusticeracialjusticeandthebattleforroevwade,article,2021
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,factorsassociatedwithsexualandreproductivehealthcarebymexicanimmigrantwomeninnewyorkcityamixedmethodstudy,article,2012
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,migrantsandthemeaningofparenthoodinvoluntarychildlessturkishmigrantsinthenetherlands,article,2006
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,reproductiverightsactivisminthepostroeera,article,2013
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,seekingspermaccountsoflesbiancouplesreproductivedecisionmakingandunderstandingsoftheneedsofthechild,article,2006
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,fathersroleinpreconceptionhealth,article,2017
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,whyparenthoodandwhynowgaymensmotivationsforpursuingparenthood,article,2012
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,thecommunicativerelationshipbetweenthesocioeconomicallydisadvantagedstakeholdersandthereproductivehealthcarenonprofitorganization,article,2021
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,ethnicityassimilationandunpartneredchildbearinginguatemala,article,2011
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,marchingtowardreproductivejusticecoalitionalreframingofthemarchforwomenslives,article,2010
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,intheirownvoicesthereproductivehealthcareexperiencesofdetainedadolescentgirls,article,2016
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,reproductiverightsandwomensmentalhealth,article,2017
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,urbanadolescentsexualandreproductivehealthinlowincomeandmiddleincomecountries,article,2014
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,gaymenwhobecomefathersviasurrogacythetransitiontoparenthood,article,2010
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,sterilizedinthenameofpublichealthraceimmigrationandreproductivecontrolinmoderncalifornia,article,2005
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,knowledgeandbeliefsaboutreproductiveanatomyandphysiologyamongmexicanoriginwomenintheusaimplicationsforeffectiveoralcontraceptiveuse,article,2013
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,powerandpoliticsininternationalfundingforreproductivehealththeusglobalgagrule,article,2004
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,intersectionsofethnicityandsocialclassinprovideradviceregardingreproductivehealth,article,2007
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,sexualandreproductivehealthandrightsinlatinamericaananalysisoftrendscommitmentsandachievements,article,2011
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,defininganddeconstructinggirlchildmarriageandapplicationstoglobalpublichealth,article,2020
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,genderfundamentalismandheteronormativityinthepoliticaldiscussionaboutlesbianandgayparenthood,article,2018
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,organizationalandenvironmentalinfluencesonthedevelopmentoftheprochoicemovement,article,1989
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,ensuringyouthsrighttoparticipationandpromotionofyouthleadershipinthedevelopmentofsexualandreproductivehealthpoliciesandprograms,article,2015
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,socialinequalitiesinprenatalfolicacidsupplementationresultsfromtheelfecohort,article,2019
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,developmentofcontextuallyrelevantsexualityeducationlessonsfromacomprehensivereviewofadolescentsexualityeducationacrosscultures,article,2019
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,allthisthathashappenedtomeshouldnthappentonobodyelselorettarossandthewomenofcolorreproductivefreedommovementofthe1980s,article,2010
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,sexualityeducationemergingtrendsinevidenceandpractice,article,2015
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,differencesinmedicalmistrustbetweenblackandwhitewomenimplicationsforpatientprovidercommunicationaboutprep,article,2018
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,reproductivehealthservicepreferencesandperceptionsofqualityamonglowincomewomenracialethnicandlanguagegroupdifferences,article,2008
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,surrogatenonmotherhoodisraeliandussurrogatesspeakaboutkinshipandparenthood,article,2018
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,essentialelementsofpostabortioncareoriginsevolutionandfuturedirections,article,2003
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,ohiospatientphysicianprivilegewhetherplannedparenthoodisaprotectedparty,article,2002
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,learningfromsuccesscasesecologicalanalysisofpathwaystouniversalaccesstoreproductivehealthcareinlowandmiddleincomecountriesversion1peerreviewawaitingpeerreview,article,2022
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,scholarshiponfatherhoodinthe1990sandbeyond,article,2000
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,timingofparenthoodandexperiencesofgayfathersalifecourseperspective,article,2015
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,thereproductivelifeplanasastrategytodecreasepoorbirthoutcomes,article,2011
The history of women’s reproductive health and the origin of the Planned Parenthood organization,848,maternalperceptionofcouplerelationshipbeforeandafterthebirthoffirstandsecondchildandtwins,article,2022
Income Inequality and Its Effects on Children’s Education and Future,41025,theeffectoffamilyincomeonchildrenseducationsomefindingsoninequalityofopportunity,article,1969
Income Inequality and Its Effects on Children’s Education and Future,41025,neighbourhoodeffectsonchildrenseducationalachievementinchiletheeffectsofinequalityandpolarization,article,2017
Income Inequality and Its Effects on Children’s Education and Future,41025,incomeinequalityandclassdividesinparentalinvestments,article,2018
Income Inequality and Its Effects on Children’s Education and Future,41025,increasinginequalityinparentincomesandchildrensschooling,article,2017
Income Inequality and Its Effects on Children’s Education and Future,41025,inequalityinchildrenscontextsincomesegregationofhouseholdswithandwithoutchildren,article,2016
Income Inequality and Its Effects on Children’s Education and Future,41025,dofamilieshavemoderatingormediatingeffectsonearlyhealthinequalitiesascopingreview,article,2021
Income Inequality and Its Effects on Children’s Education and Future,41025,moderatingormediatingeffectsoffamilycharacteristicsonsocioeconomicinequalitiesinchildhealthinhighincomecountriesascopingreview,article,2022
Income Inequality and Its Effects on Children’s Education and Future,41025,intergenerationaltransmissionofpovertyandinequalityparentalresourcesandschoolingattainmentandchildrenshumancapitalinethiopiaindiaperuandvietnam,article,2017
Income Inequality and Its Effects on Children’s Education and Future,41025,incomeinequalityandsocialgradientsinchildrensheightacomparisonofcohortstudiesfromfivehighincomecountries,article,2019
Income Inequality and Its Effects on Children’s Education and Future,41025,socioeconomicsexandarearelatedinequalitiesinchildhoodstuntinginmauritaniaevidencefromthemauritaniamultipleindicatorclustersurveys20072015,article,2021
Income Inequality and Its Effects on Children’s Education and Future,41025,theeffectsofpublichealthpoliciesonhealthinequalitiesinhighincomecountriesanumbrellareview,article,2018
Income Inequality and Its Effects on Children’s Education and Future,41025,canincreasededucationalattainmentamonglowereducatedmothersreduceinequalitiesinchildrensskilldevelopment,article,2018
Income Inequality and Its Effects on Children’s Education and Future,41025,incomesegregationbetweenschooldistrictsandinequalityinstudentsachievement,article,2018
Income Inequality and Its Effects on Children’s Education and Future,41025,childdevelopment2strategiesforreducinginequalitiesandimprovingdevelopmentaloutcomesforyoungchildreninlowincomeandmiddleincomecountries,article,2011
Income Inequality and Its Effects on Children’s Education and Future,41025,financingchildrensfutureseconomicstrategiesforpostsecondaryeducationamongmiddleincomefamilies,article,2017
Income Inequality and Its Effects on Children’s Education and Future,41025,incomerelatedchildrenshealthinequalityandhealthachievementinchina,article,2014
Income Inequality and Its Effects on Children’s Education and Future,41025,familyinequalitydivergingpatternsinmarriagecohabitationandchildbearing,article,2016
Income Inequality and Its Effects on Children’s Education and Future,41025,theeffectofschoolsummerholidaysoninequalitiesinchildrenandyoungpeoplesmentalhealthandcognitiveabilityintheukusingdatafromthemillenniumcohortstudy,article,2022
Income Inequality and Its Effects on Children’s Education and Future,41025,theushapeofincomeinequalityoverthe20thcenturytheroleofeducation,article,2021
Income Inequality and Its Effects on Children’s Education and Future,41025,doesgrowingchildhoodsocioeconomicinequalitymeanfutureinequalityinadulthealth,article,2016
Income Inequality and Its Effects on Children’s Education and Future,41025,howincomeinequalityandimmigrantbackgroundaffectchildrensuseofmentalhealthcareservicesinoslonorway,article,2018
Income Inequality and Its Effects on Children’s Education and Future,41025,mappingdisparitiesineducationacrosslowandmiddleincomecountries,article,2020
Income Inequality and Its Effects on Children’s Education and Future,41025,pathwaystoinequalitiesinchildhealth,article,2019
Income Inequality and Its Effects on Children’s Education and Future,41025,childrenofmigrantsthecumulativeimpactofparentalmigrationonchildrenseducationandhealthoutcomesinchina,article,2017
Income Inequality and Its Effects on Children’s Education and Future,41025,theeffectsofsocioeconomicstatusonchildandadolescentphysicalhealthanorganizationandsystematiccomparisonofmeasures,article,2015
Income Inequality and Its Effects on Children’s Education and Future,41025,neighbourhoodandschooleffectsoneducationalinequalitiesinthetransitionfromprimarytosecondaryeducationinamsterdam,article,2021
Income Inequality and Its Effects on Children’s Education and Future,41025,inequalityinskillsforlearningdogapsinchildrenssocioemotionaldevelopmentwidenovertimeaccordingtofamilybackground,article,2021
Income Inequality and Its Effects on Children’s Education and Future,41025,whatinterventionsareeffectiveonreducinginequalitiesinmaternalandchildhealthinlowandmiddleincomesettingsasystematicreview,article,2014
Income Inequality and Its Effects on Children’s Education and Future,41025,spillovereffectsofadultchildrensschoolingonparentssmokingcessationevidencefromchinascompulsoryschoolingreform,article,2021
Income Inequality and Its Effects on Children’s Education and Future,41025,socialbackgroundeducationandinequality,article,2019
Income Inequality and Its Effects on Children’s Education and Future,41025,dosocialinvestmentpoliciesreduceincomeinequalityananalysisofindustrialcountries,article,2021
Income Inequality and Its Effects on Children’s Education and Future,41025,humancapitalandincomeinequality,article,2018
Income Inequality and Its Effects on Children’s Education and Future,41025,climatechangeandchildhealthinequalityareviewofreviews,article,2021
Income Inequality and Its Effects on Children’s Education and Future,41025,negativespilloversfromparentalconflictsandimpliedinequalityevidencefromchina,article,2022
Income Inequality and Its Effects on Children’s Education and Future,41025,risinginequalityinfamilyincomesandchildrenseducationaloutcomes,article,2016
Income Inequality and Its Effects on Children’s Education and Future,41025,trendsinsocioeconomicinequalitiesinchildundernutritionevidencefromnigeriademographicandhealthsurvey20032013,article,2019
Income Inequality and Its Effects on Children’s Education and Future,41025,inequalitytrendsinhealthandfuturehealthriskamongenglishchildrenandyoungpeople19992009,article,2013
Income Inequality and Its Effects on Children’s Education and Future,41025,impactofparentaleducationandincomeinequalityonchildrensfoodintake,article,2007
Income Inequality and Its Effects on Children’s Education and Future,41025,womenempowermentandeconomicdevelopment,article,2012
Income Inequality and Its Effects on Children’s Education and Future,41025,incomeinequalityandchildwelfareinterventionsinenglandandwales,article,2021
Income Inequality and Its Effects on Children’s Education and Future,41025,parentalincarcerationandchildrenswellbeing,article,2018
Income Inequality and Its Effects on Children’s Education and Future,41025,reproducinginequalitiesluckwalletsandtheenduringeffectsofchildhoodhealth,article,2006
Income Inequality and Its Effects on Children’s Education and Future,41025,grandadvantagefamilywealthandgrandchildrenseducationalachievementinsweden,article,2017
Income Inequality and Its Effects on Children’s Education and Future,41025,canearlychildhoodinterventionsdecreaseinequalityofeconomicopportunity,article,2016
Income Inequality and Its Effects on Children’s Education and Future,41025,incomeinequalityandthedevelopingchildisitallrelative,article,2015
Income Inequality and Its Effects on Children’s Education and Future,41025,understandingfactorsthatshapegenderattitudesinearlyadolescencegloballyamixedmethodssystematicreview,article,2016
Income Inequality and Its Effects on Children’s Education and Future,41025,racialinequalityineducationinbrazilatwinsfixedeffectsapproach,article,2016
Income Inequality and Its Effects on Children’s Education and Future,41025,whentheamericandreamfailstheeffectofperceivedeconomicinequalityonpresentorientedbehavior,article,2020
Income Inequality and Its Effects on Children’s Education and Future,41025,socioeconomicinequalityprofilesinphysicalanddevelopmentalhealthfrom07yearsaustraliannationalstudy,article,2012
Income Inequality and Its Effects on Children’s Education and Future,41025,offspringeducationandparentshealthinequalityinchinaevidencefromspilloversofeducationreform,article,2022
The European Invasion into Native America,47730,foreseeingreedinvasionseuropeangenotypesofcommonreedphragmitesaustralisgrowequallywellinchinaasintheirnativeenvironmentandshowsimilarperformanceasnativechinesegenotypes,article,2021
The European Invasion into Native America,47730,predictingcurrentandfuturebiologicalinvasionsbothnativeandinvadedrangesmatter,article,2008
The European Invasion into Native America,47730,wheredotheycomefromandwheredotheygoeuropeannaturalhabitatsasdonorsofinvasivealienplantsglobally,article,2013
The European Invasion into Native America,47730,moleculardataprovidestrongevidenceofnaturalhybridizationbetweennativeandintroducedlineagesofphragmitesaustralisinnorthamerica,article,2010
The European Invasion into Native America,47730,genomicadmixtureincreasesfitnessduringabiologicalinvasion,article,2010
The European Invasion into Native America,47730,naturalizationofcentraleuropeanplantsinnorthamericaspeciestraitshabitatspropagulepressureresidencetime,article,2015
The European Invasion into Native America,47730,contrastingmitochondrialdiversityofeuropeanstarlingssturnusvulgarisacrossthreeinvasivecontinentaldistributions,article,2020
The European Invasion into Native America,47730,biogeographyofaplantinvasiongeneticvariationandplasticityinlatitudinalclinesfortraitsrelatedtoherbivory,article,2017
The European Invasion into Native America,47730,alienplantinvasionsineuropeanwoodlands,article,2017
The European Invasion into Native America,47730,theseedsofinvasionenhancedgerminationininvasiveeuropeanpopulationsofblacklocustrobiniapseudoacacialcomparedtonativeamericanpopulations,article,2021
The European Invasion into Native America,47730,bioticresistancetoinvasionnativepredatorlimitsabundanceanddistributionofanintroducedcrab,article,2005
The European Invasion into Native America,47730,biogeographyofaplantinvasionplantherbivoreinteractions,article,2015
The European Invasion into Native America,47730,europeanfrogbithydrocharismorsusranaeinvasionfacilitatedbynonnativecattailstyphainthelaurentiangreatlakes,article,2019
The European Invasion into Native America,47730,novelweaponsinvasiveplantsuppressesfungalmutualistsinamericabutnotinitsnativeeurope,article,2008
The European Invasion into Native America,47730,theglobalinvasionsuccessofcentraleuropeanplantsisrelatedtodistributioncharacteristicsintheirnativerangeandspeciestraits,article,2009
The European Invasion into Native America,47730,invasionratchetinginthezebramusseldreissenapolymorphaandtheabilityofnativeandinvadedrangestopredictitsglobaldistribution,article,2013
The European Invasion into Native America,47730,multitrophicnativeandnonnativepreynaiveteshapemarineinvasionsuccess,article,2019
The European Invasion into Native America,47730,alienplantinvasionhotspotsandinvasiondebtineuropeanwoodlands,article,2021
The European Invasion into Native America,47730,globalthermalnichemodelsoftwoeuropeangrassesshowhighinvasionrisksinantarctica,article,2017
The European Invasion into Native America,47730,doaliennorthamericanminkcompeteforresourceswithnativesouthamericanriverotterinargentineanpatagonia,article,2009
The European Invasion into Native America,47730,invasionofeuropeanpinestandsbyanorthamericanforestpathogenanditshybridizationwithanativeinterfertiletaxon,article,2007
The European Invasion into Native America,47730,invasivealienpredatorcausesrapiddeclinesofnativeeuropeanladybirds,article,2012
The European Invasion into Native America,47730,preadaptationandpostintroductionevolutionfacilitatetheinvasionofphragmitesaustralisinnorthamerica,article,2014
The European Invasion into Native America,47730,europeanbridgeheadeffectintheworldwideinvasionoftheobscuremealybug,article,2018
The European Invasion into Native America,47730,novelweaponsandinvasionbiogeographicdifferencesinthecompetitiveeffectsofcentaureamaculosaanditsrootexudatecatechin,article,2009
The European Invasion into Native America,47730,complementarityofstatisticaltreatmentstoreconstructworldwideroutesofinvasionthecaseoftheasianladybirdharmoniaaxyridis,article,2014
The European Invasion into Native America,47730,historicalrangeexpansiondeterminesthephylogeneticdiversityintroducedduringcontemporaryspeciesinvasion,article,2007
The European Invasion into Native America,47730,competitionamongnativeandinvasivephragmitesaustralispopulationsanexperimentaltestoftheeffectsofinvasionstatusgenomesizeandploidylevel,article,2020
The European Invasion into Native America,47730,biologicalandphysicaleffectsofnonnativeearthwormsonnitrogencyclinginripariansoils,article,2009
The European Invasion into Native America,47730,biologicalinvasionsinsoildnabarcodingasamonitoringtoolinamultipletaxasurveytargetingeuropeanearthwormsandspringtailsinnorthamerica,article,2012
The European Invasion into Native America,47730,theinvasionofsouthernsouthamericabyimportedbumblebeesandassociatedparasites,article,2014
The European Invasion into Native America,47730,alienleafbeetlescoleopterachrysomelidaeofeuropeanrussiaandsomegeneraltendenciesofleafbeetleinvasions,article,2018
The European Invasion into Native America,47730,introducedplantsinduceoutbreaksofanativepestandfacilitateinvasionintheplantsnativerangeevidencefromtheemeraldashborer,article,2022
The European Invasion into Native America,47730,evidenceformultiplesourcesofinvasionandintraspecifichybridizationinbrachypodiumsylvaticumhudsonbeauvinnorthamerica,article,2008
The European Invasion into Native America,47730,climaterelatedgeographicalvariationinperformancetraitsacrosstheinvasionfrontofawidespreadnonnativeinsect,article,2021
The European Invasion into Native America,47730,dealingwithnonnativespecieswhatmakesthedifferenceinsouthamerica,article,2012
The European Invasion into Native America,47730,outofsouthamericamultipleoriginsofnonnativeapplesnailsinasia,article,2008
The European Invasion into Native America,47730,europeaninvasionofnorthamericanpinusstrobusatlargeandfinescaleshighgeneticdiversityandfinescalegeneticclusteringovertimeintheadventiverange,article,2013
The European Invasion into Native America,47730,contrastingpatternsintheinvasionsofeuropeanterrestrialandfreshwaterhabitatsbyalienplantsinsectsandvertebrates,article,2010
The European Invasion into Native America,47730,alienfloraacrosseuropeancoastaldunes,article,2020
The European Invasion into Native America,47730,geographicalconstraintsarestrongerthaninvasionpatternsforeuropeanurbanfloras,article,2014
The European Invasion into Native America,47730,decipheringtheworldwideinvasionoftheasianlonghornedbeetlearecurrentinvasionprocessfromthenativeareatogetherwithabridgeheadeffect,article,2019
The European Invasion into Native America,47730,smallgenomeseparatesnativeandinvasivepopulationsinanecologicallyimportantcosmopolitangrass,article,2018
The European Invasion into Native America,47730,areviewoninvasionsbyparasiteswithcomplexlifecyclestheeuropeanstrainofechinococcusmultilocularisinnorthamericaasamodel,article,2021
The European Invasion into Native America,47730,invasiondynamicsoftheeuropeanbumblebeebombusterrestrisinthesouthernpartofsouthamerica,article,2021
The European Invasion into Native America,47730,neithervariationlossnorchangeinselfingrateisassociatedwiththeworldwideinvasionofphysaacutafromitsnativenorthamerica,article,2013
The European Invasion into Native America,47730,betadiversityofurbanflorasamongeuropeanandnoneuropeancities,article,2014
The European Invasion into Native America,47730,europeanornamentalgardenfloraasaninvasiondebtunderclimatechange,article,2018
The European Invasion into Native America,47730,changesinhardwoodforestunderstoryplantcommunitiesinresponsetoeuropeanearthworminvasions,article,2006
The European Invasion into Native America,47730,ofasianforestsandeuropeanfieldseasternusplantinvasionsinaglobalfloristiccontext,article,2008
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,strategiccommandandcontrolformaneuverwarfarecreationoftheroyalnavyswarroomsystem19051915,article,2005
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,anicefreearcticoceanhistoryscienceandscepticism,article,2015
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,sellingtheuntoldwealthintheseasasocialandculturalhistoryofthesoutheastaustralianshelftrawlingindustry19151961,article,2008
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,growthimportdependenceandwar,article,2018
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,afarewelltokingcoalgeopoliticsenergysecurityandthetransitiontooil18981917,article,2019
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,caribbeansoccerhispanoamericanismoandtheidentitypoliticsofftbolinpuertorico18981920s,article,2017
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,outsourcingenergyandempireintheageofcoal18201911,article,2015
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,thenatureoftotalwargraspingtheglobalenvironmentaldimensionsofworldwarii,article,2015
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,bibliographyofurbanhistory2015,article,2015
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,leftoutinthecoldcontemporarypolicyandinternationalpropertyissuesinthearcticcircle,article,2017
Origins of Modern Maritime Fuel in the 1910s British Royal Navy,11,theriseofentrepreneursinnigerianmotortransportastudyinindigenousenterprise,article,1993
The Misty Poets and Censorship in China,80,dissidenceandaccommodationthepublishinghistoryofyanglianfromtodaytotoday,article,2006
The Misty Poets and Censorship in China,80,claimingthemysticalselfinnewmodernistuyghurpoetry,article,2018
The Misty Poets and Censorship in China,80,newwineinoldbottlescontemporarychineseonlineallegoricalghoststoriesaspoliticalcommentary,article,2019
The Misty Poets and Censorship in China,80,thepoetasrhetorareadingofwilfredowensdulceetdecorumest,article,2018
The Misty Poets and Censorship in China,80,metaphorsuntothemselvesmentalillnesspoeticsincontemporarychinesepoetry,article,2015
The Misty Poets and Censorship in China,80,burmesepoetrytectonicshifts,article,2012
The Misty Poets and Censorship in China,80,apoetsearchingforhisrootsyanglianandhispreexilepoetics,article,2013
The Misty Poets and Censorship in China,80,contemporarychinesepoetryscenes,article,1993
The Misty Poets and Censorship in China,80,newwineinoldbottlescontemporarychineseonlineallegoricalghoststoriesaspoliticalcommentary,article,2019
The Misty Poets and Censorship in China,80,icannotdescribesaltelizabethwillispoetsinexileandthechurchinvisibleintheageofpandemic,article,2021
The Misty Poets and Censorship in China,80,wangjiaxinandwintersdisposition,article,2015
The Misty Poets and Censorship in China,80,hanshanstransparenteyeballtheasianrootsofamericanecopoetry,article,2019
The Misty Poets and Censorship in China,80,poetryforthepeoplemodernchinesepoetryintheageoftheinternet,article,2015
The Misty Poets and Censorship in China,80,dyeanddesiretheproblemofpurpleinjinpingmeicihua,article,2020
The Misty Poets and Censorship in China,80,fromdaybook1918,article,2016
The Misty Poets and Censorship in China,80,twopaulinestwonationsanaustraliancasestudyintheintersectionofpopularmusicandpolitics,article,2003
The Misty Poets and Censorship in China,80,moreletterstoayoungpoet,article,2003
The Misty Poets and Censorship in China,80,anxietyliberation,article,2007
The Misty Poets and Censorship in China,80,betweenthefallofthegangoffourandtheriseofbestsellersmodernchinaslongdecade,article,2008
The Misty Poets and Censorship in China,80,newdogoldtrickschinesecensorshiphasmovedonleavingcitizensbattlingtoevadeloopholesbeforetheyclose,article,2015
The Misty Poets and Censorship in China,80,walcottsintertextualmethod,article,2005
The Misty Poets and Censorship in China,80,grapplingwithgrendelorwhatwedidwhenthecensorscame,article,1997
The Misty Poets and Censorship in China,80,languageandpoliticizedspacesinuslatinoprisonpoetry19701990,article,2003
The Misty Poets and Censorship in China,80,holidaygiftguide2019illustratedbooks,article,2019
The Misty Poets and Censorship in China,80,locatingglobalresistancethelandscapepoeticsofarkadiidragomoshchenkolynhejinianandyanglian,article,2004
The Misty Poets and Censorship in China,80,mypoetsjunkwislawaszymborskainretrospect,article,2005
The Misty Poets and Censorship in China,80,apoetwiththenorthernexpedition,article,1944
The Misty Poets and Censorship in China,80,thecontinuityofmodernchinesepoetryintaiwan,article,1991
The Misty Poets and Censorship in China,80,purpleruinstseringwoesersreconstructionoftibetanidentity,article,2021
The Misty Poets and Censorship in China,80,apoetwiththenorthernexpeditioncontinuedbykuomojotranslatedbyjosiahwbennett,article,1944
The Misty Poets and Censorship in China,80,liyidouscredointellectualsinthepostmaoliteraryandculturallandscape,article,2009
The Misty Poets and Censorship in China,80,creatingfemaleidentityinchinabodyandtextinhongyingssummerofbetrayal,article,2004
The Misty Poets and Censorship in China,80,anxietyliberationnotesontherecentchinesepoetryscene,article,2007
The Misty Poets and Censorship in China,80,theriverfansoutchinesefictionsincethelate1970s,article,2003
The Misty Poets and Censorship in China,80,theepistolaryworldoffemaletalentinseventeenthcenturychina,article,1989
The Misty Poets and Censorship in China,80,lateretrospectivesontwentiethcenturycatastrophesthenovelsofronaldmckie,article,2014
The Misty Poets and Censorship in China,80,thesoulofartunderstandingvictorianethicalcriticism,article,2005
The Misty Poets and Censorship in China,80,chinesecharacters,article,2008
The Misty Poets and Censorship in China,80,exile,article,1992
The Misty Poets and Censorship in China,80,diyarbakirtheslapintheface,article,2003
The Misty Poets and Censorship in China,80,intellectualinterventionandenglishanthologiesofchineseliteratureofthe1980s,article,2015
The Misty Poets and Censorship in China,80,apoeticrevolutioninkeywordsoncontemporarychinesepoetry1,article,2015
The Misty Poets and Censorship in China,80,interpretingdiarieshistoryofreadingandthediaryofthenineteenthcenturycroatianfemalewriterdragojlajarnevic,article,2017
The Misty Poets and Censorship in China,80,ontheruinsforgettingandawakeningkoreanwarmemoriesatcheorwon,article,2017
The Misty Poets and Censorship in China,80,contemporarynonulamhausawomenandislamicdiscoursesontelevisionscreens,article,2018
The Misty Poets and Censorship in China,80,theydontevenknowhowtocopythediscourseonoriginalityinalbaniasartworld,article,2017
The Misty Poets and Censorship in China,80,echoesofcontemporaryindianfrancophoneliteratureacognitivereadingofshumonasinhasfentresurlabme2008,article,2019
The Misty Poets and Censorship in China,80,shotatandslashedandwhackedthegothicslaughterhouseinnewzealandfiction,article,2017
The Misty Poets and Censorship in China,80,thelionsgazetruthandlegendiniwishiknew,article,2011
