paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format,Column,Column2,Column3,Column4
311,Tensions Between the Split Nation: The Korean War and its Effects,"Monica Kim. The Interrogation Rooms of the Korean War. Princeton: Princeton University Press, 2019.",theinterrogationroomsofthekoreanwar,Yes,Print Book,,,,
311,Tensions Between the Split Nation: The Korean War and its Effects,"Lee, Jung Joon. ""No End to the Image War: Photography and the Contentious Memories of the Korean War."" The Journal of Korean Studies (1979-) 18, no. 2 (2013): 337-70. Accessed April 30, 2021. http://www.jstor.org/stable/44080508.",noendtotheimagewarphotographyandthecontentiousmemoriesofthekoreanwar,Yes,Article,,,,
311,Tensions Between the Split Nation: The Korean War and its Effects,"Roberts, Priscilla. ""New Light on a ""Forgotten War"": The Diplomacy of the Korean Conflict."" OAH Magazine of History 14, no. 3 (2000): 10-14. Accessed April 30, 2021. http://www.jstor.org/stable/25163358.",newlightonaforgottenwar,Yes,Article,,,,
313,The history of women’s reproductive health and the origin of the Planned Parenthood organization,"Forsythe, Clarke D. Abuse of Discretion?: the Inside Story of Roe V. Wade. First American edition. New York: Encounter Books, 2013.",abuseofdiscretiontheinsidestoryofroevwade,Yes,Print Book,,,,
313,The history of women’s reproductive health and the origin of the Planned Parenthood organization,"Dyer, Owen. “Abortion: US Appeal Court Upholds Trump’s “gag Rule” That Stops Doctors from Facilitating Provision.” BMJ 368 (2020): m762–m762. https://doi.org/10.1136/bmj.m762.",abortionusappealcourtupholdstrumpsgagrulethatstopsdoctorsfromfacilitatingprovision,Yes,Article,,,,
313,The history of women’s reproductive health and the origin of the Planned Parenthood organization,"Alicia Puglionesi. “""Your Whole Effort Has Been to Create Desire"".” Bulletin of the History of Medicine 89, no. 3 (2015): 463–90. https://doi.org/10.1353/bhm.2015.0086.",yourwholeefforthasbeentocreatedesire,Yes,Article,,,,
313,The history of women’s reproductive health and the origin of the Planned Parenthood organization,"Gordon, Linda., and ProQuest. The Moral Property of Women a History of Birth Control Politics in America. 3rd ed. Urbana: University of Illinois Press, 2002.",themoralpropertyofwomenahistoryofbirthcontrolpoliticsinamerica,Yes,Print Book,,,,
313,The history of women’s reproductive health and the origin of the Planned Parenthood organization,"Primrose, Sarah. “The Attack on Planned Parenthood: a Historical Analysis.” UCLA Women's Law Journal 19, no. 2 (2012): 165.",theattackonplannedparenthoodahistoricalanalysis,Yes,Article,,,,
315,Income Inequality and Its Effects on Children’s Education and Future,"Skidmore, Thomas. The Rights of Man to Property: Being a Proposition to Make It Equal Among the Adults of the Present Generation and to Provide for Its Equal Transmission to Every Individual of Each Succeeding Generation on Arriving at the Age of Maturity: Addressed to the Citizens of the State of New-York...and to the People of Other States and Nations. Making of the Modern World. New-York: Printed for the author by A. Ming, jr, 1829.",therightsofmantopropertybeingapropositiontomakeitequalamongtheadultsofthepresentgenerationandtoprovideforitsequaltransmissiontoeveryindividualofeachsucceedinggenerationonarrivingattheageofmaturityaddressedtothecitizensofthestateofnewyorkandtothepeopleofotherstatesandnations,Yes,Ebook,,,,
315,Income Inequality and Its Effects on Children’s Education and Future,"Cain, Louis P., Fishback, Price Van Meter, and Rhode, Paul Webb. The Oxford Handbook of American Economic History. New York, NY: Oxford University Press, 2018.",theoxfordhandbookofamericaneconomichistory,Yes,Print Book,,,,
315,Income Inequality and Its Effects on Children’s Education and Future,"Barr, Abigail, and Miller, Luis. “The Effect of Education, Income Inequality and Merit on Inequality Acceptance.” Journal of Economic Psychology 80 (2020): 102276. https://doi.org/10.1016/j.joep.2020.102276.",theeffectofeducationincomeinequalityandmeritoninequalityacceptance,Yes,Article,,,,
315,Income Inequality and Its Effects on Children’s Education and Future,"Breen, Richard, and Chung, Inkwan. “Income Inequality and Education.” Sociological Science 2, no. 22 (2015): 454–77. https://doi.org/10.15195/v2.a22",incomeinequalityandeducation,Yes,Article,,,,
315,Income Inequality and Its Effects on Children’s Education and Future,"Eisfeld, Rainer. “Low Income, Inferior Education.” In Empowering Citizens, Engaging the Public, 101–18. Singapore: Springer Singapore, 2019. https://doi.org/10.1007/978-981-13-5928-6_8.",lowincomeinferioreducation,Yes,Ebook Chapter,,,,
315,Income Inequality and Its Effects on Children’s Education and Future,"Coady, David, and Dizioli, Allan. “Income Inequality and Education Revisited: Persistence, Endogeneity and Heterogeneity.” Applied Economics 50, no. 25 (2018): 2747–61. https://doi.org/10.1080/00036846.2017.1406659",incomeinequalityandeducationrevisitedpersistenceendogeneityandheterogeneity,Yes,Article,,,,
317,The European Invasion into Native America,"Krupat, Arnold. 2002. Red matters: Native American studies. Philadelphia: University of Pennsylvania Press.",redmattersnativeamericanstudies,Yes,Print Book,,,,
317,The European Invasion into Native America,"Hawkins, Michael, Sergei Kan, Kathleen Joan Bragdon, Diane M. Notarianni, Jo-Anne Fiske, Pauline Turner Strong, Jennifer S. H. Brown, and Clara Sue Kidwell. 1996. ""Native American women's responses to Christianity"". Ethnohistory.",nativeamericanwomensresponsestochristianity,Yes,Article,,,,
317,The European Invasion into Native America,"United States. 1838. Cherokee Indians: message from the President of the United States, transmitting a communication addressed by the Secretary of War to the Cherokee Delegation. [Washington, D.C.] https://archive.org/details/cherokeeindians00unit.",cherokeeindiansmessagefromthepresidentoftheunitedstatestransmittingacommunicationaddressedbythesecretaryofwartothecherokeedelegation,Yes,Ebook,,,,
317,The European Invasion into Native America,"John R Gram. Education at the Edge of Empire: Negotiating Pueblo Identity in New Mexico's Indian Boarding Schools. Seattle: University of Washington Press, 2015. 260 Pp. $45.” The Journal of the Gilded Age and Progressive Era 16, no. 3 (2017): 368–71. https://doi.org/10.1017/S1537781417000111.",educationattheedgeofempirenegotiatingpuebloidentityinnewmexicosindianboardingschools,Yes,Article,,,,
317,The European Invasion into Native America,"Howard Schuman, Barry Schwartz, and Hannah D'Arcy. “Elite Revisionists and Popular Beliefs: Christopher Columbus, Hero or Villain?” Public Opinion Quarterly 69, no. 1 (2005): 2–29. https://doi.org/10.1093/poq/nfi001.",eliterevisionistsandpopularbeliefschristophercolumbusheroorvillain,Yes,Article,,,,
317,The European Invasion into Native America,"D’Arcus, B. “Contested Boundaries: Native Sovereignty and State Power at Wounded Knee, 1973.” Political Geography 22, no. 4 (2003): 415–37. https://doi.org/10.1016/S0962-6298(02)00107-5.",contestedboundariesnativesovereigntyandstatepoweratwoundedknee1973,Yes,Article,,,,
317,The European Invasion into Native America,"Morgan, Kenneth O. The Oxford History of Britain. New York: Oxford University Press, 2010.",theoxfordhistoryofbritain,Yes,Print Book,,,,
319,Origins of Modern Maritime Fuel in the 1910s British Royal Navy,"Rose, Lisle A. Power at Sea. Vol. 1. Columbia, MO: University of Missouri Press, 2007.",poweratseavol1,Yes,Ebook,,,,
319,Origins of Modern Maritime Fuel in the 1910s British Royal Navy,"Dahl, Erik J. ""From Coal to Oil."" Naval Innovation. Joint Force Quarterly, April 2001. 50-56.",fromcoaltooil,Yes,Article,,,,
,Origins of Modern Maritime Fuel in the 1910s British Royal Navy,"Ranft, Bryan. Technical change and British naval policy, 1860-1939. New York: Hodder and Stoughton, 1977.",technicalchangeandbritishnavalpolicy18601939,Yes,Print Book,,,,
319,Origins of Modern Maritime Fuel in the 1910s British Royal Navy,"Padfield, Peter. The Battleship Era. New York: R. Hart-Davis, 1972.",thebattleshipera,Yes,Print Book,,,,
319,Origins of Modern Maritime Fuel in the 1910s British Royal Navy,"McKee, Richard H., Fred Reitman, Ceinwen Schreiner, Russell White, Jeffrey H. Charlap, Thomas P. O’Neill, and Katy Olsavsky Goyak. “The Toxicological Effects of Heavy Fuel Oil Category Substances.” International Journal of Toxicology 33, no. 1_suppl (January 2014): 95S-109S. https://doi.org/10.1177/1091581813504230.",thetoxicologicaleffectsofheavyfueloilcategorysubstances,Yes,Article,,,,
319,Origins of Modern Maritime Fuel in the 1910s British Royal Navy,"Gray, Randal, and Robert Gardiner. Conway's All the World's Fighting Ships, 1906-1921. N.p.: Naval Institute Press, 1985.",conwaysalltheworldsfightingships19061921,Yes,Print Book,,,,
319,Origins of Modern Maritime Fuel in the 1910s British Royal Navy,"Stranges, Anthony N. ""Friedrich Bergius and the Rise of the German Synthetic Fuel Industry."" Isis 75, no. 4 (December 1984): 643-67. https://doi.org/https://doi.org/10.1086/353647.",friedrichbergiusandtheriseofthegermansyntheticfuelindustry,Yes,Article,,,,
319,Origins of Modern Maritime Fuel in the 1910s British Royal Navy,"National Research Council. Innovation in the Maritime Industry. Washington DC: The National Academies Press, 1979. https://doi.org/10.17226/19829.",innovationinthemaritimeindustry,Yes,Print Book,,,,
321,The Misty Poets and Censorship in China,"Li, Dian. ""Ideology and Conflicts in Bei Dao's Poetry."" Modern Chinese Literature 9, no. 2 (1996): 369-85. Accessed May 2, 2021. http://www.jstor.org/stable/41490764.",ideologyandconflictsinbeidaospoetry,Yes,Article,,,,
321,The Misty Poets and Censorship in China,"B.Kubin, Wolfgang. ""Writing with Your Body: Literature as a Wound— Remarks on the Poetry of Shu Ting."" Modern Chinese Literature 4, no. 1/2 (1988): 149-62. Accessed May 2, 2021. http://www.jstor.org/stable/41490632.",writingwithyourbodyliteratureasawoundremarksonthepoetryofshuting,Yes,Article,,,,
321,The Misty Poets and Censorship in China,"Edmond, Jacob. ""Dissidence and Accommodation: The Publishing History of Yang Lian from ""Today"" to Today."" The China Quarterly, no. 185 (2006): 111-27. Accessed May 3, 2021. http://www.jstor.org/stable/20192578.",dissidenceandaccommodationthepublishinghistoryofyanglianfromtodaytotoday,Yes,Article,,,,
321,The Misty Poets and Censorship in China,"Yeh, Michelle. ""Anxiety & Liberation: Notes on the Recent Chinese Poetry Scene."" World Literature Today 81, no. 4 (2007): 28-35. Accessed February 8, 2021. http://www.jstor.org/stable/40159466.",anxietyliberationnotesontherecentchinesepoetryscene,Yes,Article,,,,
321,The Misty Poets and Censorship in China,"King Gary, Jennifer Pan, and Margaret E. Roberts. ""How Censorship in China Allows Government Criticism but Silences Collective Expression."" The American Political Science Review 107, no. 2 (2013): 326-43. Accessed February 6, 2021. http://ntserver1.wsulibs.wsu.edu:2083/stable/43654017",howcensorshipinchinaallowsgovernmentcriticismbutsilencescollectiveexpression,Yes,Article,,,,
323,"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile","Rector, John Lawrence. The History of Chile. Second edition. Santa Barbara, California: Greenwood, ABC-CLIO, 2019.2.",thehistoryofchile,Yes,Print Book,,,,
323,"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile","Taylor, Marcus. From Pinochet to the 'third way' Neoliberalism and Social Transformation in Chile. London?; Ann Arbor, Mich.: Pluto Press, 2006.",frompinochettothethirdwayneoliberalismandsocialtransformationinchile,Yes,Print Book,,,,
323,"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile","Castiglioni, Rossana. ""The Politics of Retrenchment: The Quandaries of Social Protection under Military Rule in Chile, 1973-1990."" Latin American Politics and Society 43, no. 4 (2001): 37-66. Accessed April 9, 2021. doi:10.2307/3177030.",thepoliticsofretrenchmentthequandariesofsocialprotectionundermilitaryruleinchile19731990,Yes,Article,,,,
323,"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile","Weil, Jael Goldsmith. ""Facing the State: Everyday Interactions throughout Regime Change: Chile's State Milk 1954–2010."" Social Science History 42, no. 3 (2018): 469-494. muse.jhu.edu/article/702296.",facingthestateeverydayinteractionsthroughoutregimechangechilesstatemilk19542010,Yes,Article,,,,
323,"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile","Bellisario, Antonio. “The Chilean Agrarian Transformation: Agrarian Reform and Capitalist 'Partial' Counter-Agrarian Reform, 1964?1980.” Journal of Agrarian Change 7, no. 1 (2007): 1–34. https://doi.org/10.1111/j.1471-0366.2007.00138.x.",thechileanagrariantransformationagrarianreformandcapitalistpartialcounteragrarianreform19641980,Yes,Article,,,,
323,"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile","Kay, Cristóbal. “Chile’s Neoliberal Agrarian Transformation and the Peasantry.” Journal of Agrarian Change 2, no. 4 (2002): 464–501. https://doi.org/10.1111/1471-0366.00043.",chilesneoliberalagrariantransformationandthepeasantry,Yes,Article,,,,
325,The Origin of Violence,Armstrong K. Holy War?: the Crusades and Their Impact on Today's World. 1st ed. in the U.S.A. Doubleday; 1991. U.S.A. Doubleday; 1991.,holywarthecrusadesandtheirimpactontodaysworld,Yes,Print Book,,,,
325,The Origin of Violence,Holt PM. The Age of the Crusades?: the Near East from the Eleventh Century to 1517. Longman; 1986.,theageofthecrusadestheneareastfromtheeleventhcenturyto1517,Yes,Print Book,,,,
325,The Origin of Violence,"CHEVEDDEN, PAUL E. ""The Islamic View and the Christian View of the Crusades: A New Synthesis."" History 93, no. 2 (310) (2008): 181-200. Accessed February 22, 2021. http://www.jstor.org/stable/24428429.",theislamicviewandthechristianviewofthecrusadesanewsynthesis,Yes,Article,,,,
325,The Origin of Violence,"Sørli, Mirjam E., Nils Petter Gleditsch, and Håvard Strand. ""Why Is There so Much Conflict in the Middle East?"" The Journal of Conflict Resolution 49, no. 1 (2005): 141-65. Accessed February 22, 2021. http://www.jstor.org/stable/30045102.",whyistheresomuchconflictinthemiddleeast,Yes,Article,,,,
325,The Origin of Violence,"Blaydes, Lisa, and Christopher Paik. “The Impact of Holy Land Crusades on State Formation: War Mobilization, Trade Integration, and Political Development in Medieval Europe: International Organization.” Cambridge Core. Cambridge University Press, May 30, 2016. https://www.cambridge.org/core/journals/international- organization/article/impact-of-holy-land-crusades-on-state-formation-war-mobilization- trade-integration-and-political-development-in-medieval- europe/99CD4B614F6EFEBD99EB58F365195A01.",theimpactofholylandcrusadesonstateformationwarmobilizationtradeintegrationandpoliticaldevelopmentinmedievaleuropeinternationalorganization,Yes,Article,,,,
327,Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,"Bouwman, H., van den Berg, H. and Kylin, H., 2011. DDT and Malaria Prevention: Addressing the Paradox. Environmental Health Perspectives, 119(6), pp.744-747.",ddtandmalariapreventionaddressingtheparadox,Yes,Article,,,,
327,Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,"Davidson, G. “RESULTS OF RECENT EXPERIMENTS ON THE USE OF DDT AND BHC AGAINST ADULT MOSQUITOS AT TAVETA, KENYA.” Colonial Insecticide Research, Kenya, 1951.",resultsofrecentexperimentsontheuseofddtandbhcagainstadultmosquitosattavetakenya,Yes,Article,,,,
327,Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,"Ibrahim, M. and Rotimi, C., n.d. The genetics of African populations in health and disease.",thegeneticsofafricanpopulationsinhealthanddisease,Yes,Print Book,,,,
327,Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,"“Historical Review of Malarial Control in Southern African with Emphasis on the Use of Indoor Residual House-Spraying.” Tropical Medicine and International Health 9, no. 8 (2004): 846–56. https://doi.org/10.1111/j.1365-3156.2004.01263.x.",controlinsouthernafricanwithemphasisontheuseofindoorresidualhousespraying,Yes,Article,,,,
327,Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,"Webb, J., 2010. The First Large-Scale Use of Synthetic Insecticide for Malaria Control in Tropical Africa: Lessons from Liberia, 1945-1962. Journal of the History of Medicine and Allied Sciences, 66(3), pp.347-376.",thefirstlargescaleuseofsyntheticinsecticideformalariacontrolintropicalafricalessonsfromliberia19451962,Yes,Article,,,,
327,Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,"Webb, J., n.d. The long struggle against malaria in tropical Africa.",thelongstruggleagainstmalariaintropicalafrica,Yes,Ebook,,,,
331,The London Smog,"Brimblecombe, Peter. ""London 1952: An enduring legacy."" Air Pollution Episodes 3 (2017): 57-72.",london1952anenduringlegacy,Yes,Book Chapter,,,,
331,The London Smog,"Mishra, Sundeep. ""Is smog innocuous? Air pollution and cardiovascular disease."" Indian heart journal (2017) Vol 69 (4): 425-429.",issmoginnocuous,Yes,Article,,,,
331,The London Smog,"Polivka, Barbara J. ""The Great London Smog of 1952."" AJN The American Journal of Nursing 118, no. 4 (2018): 57-61.",thegreatlondonsmogof1952,Yes,Article,,,,
333,THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,"Aso, Michitake. ""Rubber and the Making of Vietnam."" Chapel Hill: The University of North Carolina Press, 2018.",rubberandthemakingofvietnam,Yes,Ebook,,,,
333,THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,"Chemical Firms on Trial in France over Agent Orange Use in Vietnam War. France 24. Last modified January 25, 2021. https://www.france24.com/en/asia-pacific/20210125-chemical-firms-on-trial-in-france-over-agent-orange-use-in-vietnam-war.  ",chemicalfirmsontrialinfranceoveragentorangeuseinvietnamwar,Yes,Newspaper Article,,,,
333,THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,"De Jong, W., Do Dinh Sam, and Trieu Van Hung. ""Forest Rehabilitation in Vietnam: Histories, Realities, and Future: Histories, Realities, and Future."" CIFOR (n.d.). Accessed April 26, 2021. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_fao_agris_Q12007000489.  ",forestrehabilitationinvietnamhistoriesrealitiesandfuture,Yes,Text Resource,,,,
333,THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,"Institute of Medicine, Board on the Health of Select Populations, and Committee to Review the Health Effects in Vietnam Veterans of Exposure to Herbicides. Veterans and Agent Orange: Update 2010. Washington: National Academies Press, 2012.",airpowerandtheenvironmenttheecologicalimplicationsofmodernairwarfare,Yes,Ebook,,,,
333,THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,"Orians, G. H., and E. W. Pfeiffer. ""Ecological Effects of the War in Vietnam."" Science 168, no. 3931 (1970), 544-554. Accessed April 26, 2021. https://www.jstor.org/stable/1728609.  ",ecologicaleffectsofthewarinvietnam,Yes,Article,,,,
333,THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,"Stellman, Jeanne M., and Steven D. Stellman. ""Agent Orange During the Vietnam War: The Lingering Issue of Its Civilian and Military Health Impact."" American Journal of Public Health 108, no. 6 (2018), 726-728. https://doi:10.2105/ajph.2018.304426.   ",agentorangeduringthevietnamwarthelingeringissueofitscivilianandmilitaryhealthimpact,Yes,Article,,,,
333,THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,"Zierler, David, and ProQuest. ""The Invention of Ecocide: Agent Orange, Vietnam, and the Scientists Who Changed the Way We Think About the Environment."" Athens [Ga.]: University of Georgia Press, 2011. Accessed April 26, 2021. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71344067600001451.",theinventionofecocideagentorangevietnamandthescientistswhochangedthewaywethinkabouttheenvironment,Yes,Ebook,,,,
333,THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,Corfield JJ. The History of Vietnam. Greenwood Press; 2008.,thehistoryofvietnam,Yes,Print Book,,,,
335,Air pollution: A reminder for human history and its brutal effects,"Raaschou-Nielsen, Ole, Dr, Andersen, Zorana J, PhD, Beelen, Rob, PhD, et al. Air pollution and lung cancer incidence in 17 European cohorts: prospective analyses from the European Study of Cohorts for Air Pollution Effects (ESCAPE). The lancet oncology. 2013;14(9):813-822. doi:10.1016/S1470-2045(13)70279-1  ",airpollutionandlungcancerincidencein17europeancohortsprospectiveanalysesfromtheeuropeanstudyofcohortsforairpollutioneffectsescape,Yes,Article,,,,
337,How the Haitian Revolution prompted French government to abolish slavery,"David P. Geggus. The Impact of the Haitian Revolution in the Atlantic World.University of South Carolina Press,2020",theimpactofthehaitianrevolutionintheatlanticworld,Yes,Print Book,,,,
337,How the Haitian Revolution prompted French government to abolish slavery,"Erica R. Johnson. Philanthropy and Race in the Haitian Revolution.Palgrave Macmillan, Cham:2018",philanthropyandraceinthehaitianrevolution,Yes,Print Book,,,,
341,Foreign influence in the Spanish Civil War,"Burnett Bolloten. The Spanish Civil War. 2nd ed. Chapel Hill: The University of North Carolina Press, 2015. https://doi.org/10.5149/9781469624471_bolloten.",thespanishcivilwar,Yes,Ebook,,,,
341,Foreign influence in the Spanish Civil War,"Ealham, Chris, and Richards, Michael. The Splintering of Spain. Cambridge: Cambridge University Press, 2005. https://doi.org/10.1017/CBO9780511497025.",thesplinteringofspain,Yes,Ebook,,,,
341,Foreign influence in the Spanish Civil War,"Huertas, Rafael. ""Spanish Psychiatry: The Second Republic, the Civil War, and the Aftermath."" International Journal of Mental Health 35, no. 4 (2006): 54-65. http://www.jstor.org/stable/41345188.",spanishpsychiatrythesecondrepublicthecivilwarandtheaftermath,Yes,Article,,,,
341,Foreign influence in the Spanish Civil War,"Joel Olson. “The Revolutionary Spirit: Hannah Arendt and the Anarchists of the Spanish Civil War.” Polity 29, no. 4 (1997): 461–88. https://doi.org/10.2307/3235264.",therevolutionaryspirithannaharendtandtheanarchistsofthespanishcivilwar,Yes,Article,,,,
343,The Historical roots of the XXI century refugee crisis in Europe,"Freedman, Jane, K?v?lc?m, Zeynep, and O?zgu?r, Nurcan. A Gendered Approach to the Syrian Refugee Crisis. Abingdon, Oxon?; New York, NY: Routledge, Taylor & Francis Group, 2017.",agenderedapproachtothesyrianrefugeecrisis,Yes,Ebook,,,,
343,The Historical roots of the XXI century refugee crisis in Europe,"Smith, Dan, Bræin, Ane, and Myriad Editions Limited. “The Penguin State of the World Atlas.” New York: Penguin Books, 2003.",thepenguinstateoftheworldatlas,Yes,Print Book,,,,
343,The Historical roots of the XXI century refugee crisis in Europe,"Holmes, Seth M, and Castañeda, Heide. “Representing the “European Refugee Crisis” in Germany and Beyond: Deservingness and Difference, Life and Death.” American Ethnologist 43, no. 1 (2016): 12–24. ",representingtheeuropeanrefugeecrisisingermanyandbeyonddeservingnessanddifferencelifeanddeath,Yes,Article,,,,
343,The Historical roots of the XXI century refugee crisis in Europe,"Shultz, Clifford, Barrios, Andrés, Krasnikov, Alexander V, Becker, Ingrid, Bennett, Aronté M, Emile, Renu, Hokkinen, Maria, Pennington, Julia R, Santos, Marcos, and Sierra, Jaime. “The Global Refugee Crisis: Pathway for a More Humanitarian Solution.” Journal of Macromarketing 40, no. 1 (2020): 128–143.",theglobalrefugeecrisispathwayforamorehumanitariansolution,Yes,Article,,,,
343,The Historical roots of the XXI century refugee crisis in Europe,"Soederberg, Susanne. “Governing Global Displacement in Austerity Urbanism: The Case of Berlin's Refugee Housing Crisis.” Development and Change 50, no. 4 (2019): 923–947. ",governingglobaldisplacementinausterityurbanismthecaseofberlinsrefugeehousingcrisis,Yes,Article,,,,
343,The Historical roots of the XXI century refugee crisis in Europe,"“SYRIA: Revolution.” Time (Chicago, Ill.) , no. 7 (1926): 7",syriarevolution,Yes,Article,,,,
345,The Window of Technology to The World,"Mark Graham and William H. Dutton, Society and the internet : how networks of information and communication are changing our lives (Oxford ; New York, NY : Oxford University Press, 2014)",societyandtheinternethownetworksofinformationandcommunicationarechangingourlives,Yes,Print Book,,,,
347,Rise in hate crimes against Asians in the United States and other western countries,"Chou, Rosalind S., and Feagin, Joe R. Myth of the Model Minority?: Asian Americans Facing Racism, Second Edition. 2nd. ed. Routledge, 2015.",mythofthemodelminorityasianamericansfacingracism,Yes,Print Book,,,,
347,Rise in hate crimes against Asians in the United States and other western countries,"Harrell, Erika, and United States. Bureau of Justice Statistics. Asian, Native Hawaiian, and Pacific Islander Victims of Crime. Washington, DC: U.S. Dept. of Justice, Office of Justice Programs, Bureau of Justice Statistics, 2009.",asiannativehawaiianandpacificislandervictimsofcrime,Yes,Ebook,,,,
347,Rise in hate crimes against Asians in the United States and other western countries,"Chen, Constance. “Review: Two Faces of Exclusion: The Untold History of Anti-Asian Racism in the United States, by Lon Kurashige.” California History (San Francisco) 95, no. 4 (2018): 30–32. https://doi.org/10.1525/ch.2018.95.4.30.",reviewtwofacesofexclusiontheuntoldhistoryofantiasianracismintheunitedstates,Yes,Article,,,,
347,Rise in hate crimes against Asians in the United States and other western countries,"Erika Lee. “The “Yellow Peril” and Asian Exclusion in the Americas.” Pacific Historical Review 76, no. 4 (2007): 537–62. https://doi.org/10.1525/phr.2007.76.4.537.",theyellowperilandasianexclusionintheamericas,Yes,Article,,,,
347,Rise in hate crimes against Asians in the United States and other western countries,"Lon Kurashige. Two Faces of Exclusion. Chapel Hill: The University of North Carolina Press, 2016. https://doi.org/10.5149/9781469629445_kurashige.",twofacesofexclusion,Yes,Print Book,,,,
347,Rise in hate crimes against Asians in the United States and other western countries,"Keevak, Michael. Becoming Yellow. Princeton: Princeton University Press, 2011.",becomingyellow,Yes,Ebook,,,,
347,Rise in hate crimes against Asians in the United States and other western countries,"Brewer, F.M. “Race Equality.” The CQ Re2searcher I (1945): 21–40.",raceequality,Yes,Article,,,,
349,CHINESE ECONOMIC TRANSFORMATION,"Ash, Robert., Howe, Christopher, Kueh, Y.Y. Chinas Economic Reform: A Study with Documents. London: Taylor and Francis Group, 2011. ",chinaseconomicreformastudywithdocuments,Yes,Ebook,,,,
349,CHINESE ECONOMIC TRANSFORMATION,"Huang, Allen., and Ma, Ronald. Accounting in China in Transition: 1949-2000. Singapore: World Scientific Publishing Company, 2021.  ",accountinginchinaintransition19492000,Yes,Print Book,,,,
349,CHINESE ECONOMIC TRANSFORMATION,"Naughton, Barry. “Deng Xiaoping: The Economist.” The China Quarterly, no 135, (1993), 491-514. ",dengxiaopingtheeconomist,Yes,Article,,,,
351,Oppression of Canadian Aboriginals,"Grammond Seebastien. Identity Captured by Law: Membership in Canada's Indigenous Peoples and Linguistic Minorities. McGill-Queen's University Press, 2009. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71189411670001451.",identitycapturedbylawmembershipincanadasindigenouspeoplesandlinguisticminorities,Yes,Ebook,,,,
351,Oppression of Canadian Aboriginals,"Hansen, R. “Why Both the Left and the Right are Wrong: Immigration and Multiculturalism in Canada.” PS, Political Science & Politics, 50 no. 3 (2017): 712. https://doi.org/10.1017/S10490.",whyboththeleftandtherightarewrongimmigrationandmulticulturalismincanada,Yes,Article,,,,
351,Oppression of Canadian Aboriginals,"Kuokkanen, R. “Gendered Violence and Politics in Indigenous Communities: The cases of Aboriginal people in Canada and the Sámi in Scandinavia,” International Feminist Journal of Politics 17, no. 2 (2015): 171-288. https://doi.edu/10.1080/14616742.",genderedviolenceandpoliticsinindigenouscommunitiesthecasesofaboriginalpeopleincanadaandthesmiinscandinavia,Yes,Article,,,,
351,Oppression of Canadian Aboriginals,"Lofstrom, M., and Raphael, S. “Crime, The Criminal Justice System, and Socioeconomic Inequality.” Journal of Economic Perspectives 30, no 2 (2016): 103-26. https://www.aeaweb.org/articlesid=10.1257/jep.30.2.10.",crimethecriminaljusticesystemandsocioeconomicinequality,Yes,Article,,,,
351,Oppression of Canadian Aboriginals,"Marsh, T. N., Coholic, D., Cote-Meek, S., and Najavits, L. M. “Blending Aboriginal and Western healing methods to treat Intergenerational Trauma with substance use disorder in Aboriginal peoples who live in Northeastern Ontario, Canada.” Harm Reduction Journal 12, no. 1 (2015): 11-12. https://doi.org/10.1186/s12954-015-0046-1.",blendingaboriginalandwesternhealingmethodstotreatintergenerationaltraumawithsubstanceusedisorderinaboriginalpeopleswholiveinnortheasternontariocanada,Yes,Article,,,,
351,Oppression of Canadian Aboriginals,"Smylie, J., and Firestone, M. “The Health of Indigenous Peoples.” in Social Determinants of Health: Canadian Perspectives, (2016): 434-469. muse.jhu.edu/article/391501.",thehealthofindigenouspeoples,Yes,Print Book,,,,
